,duration,protocol_type,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,class ,,,,
294,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
295,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
296,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
297,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
298,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
299,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
300,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
301,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
302,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
303,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
304,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
305,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
306,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
307,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
308,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
309,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
310,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
311,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
312,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
313,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
314,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
315,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,50-74,normal,,,,
316,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
317,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
318,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
319,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
320,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
321,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
322,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
323,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
324,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
325,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
326,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
327,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
328,zero,tcp,one+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
329,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,25-49,normal,,,,
330,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
331,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
332,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
333,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
334,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
335,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
336,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
337,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
338,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
339,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
340,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
341,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
342,zero,tcp,ten+,ten+,Jan-24,Jan-24,zero,zero,oneHundred,zero,zero,normal,,,,
343,zero,tcp,one+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
344,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
345,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,25-49,normal,,,,
346,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
347,zero,tcp,one+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
348,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
349,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,25-49,normal,,,,
350,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
351,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
352,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
353,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
354,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
355,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
356,zero,tcp,one+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
357,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
358,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
359,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
360,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
361,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
362,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
363,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
364,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
365,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
366,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
367,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
368,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
369,zero,tcp,one+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
370,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
371,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
372,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
373,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
374,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
375,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
376,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
377,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
378,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
379,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
380,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
381,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
382,ten+,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
383,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
384,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
385,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
386,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
387,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
388,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,25-49,normal,,,,
389,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
390,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
391,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
392,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
393,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
394,zero,tcp,ten+,ten+,zero,zero,zero,zero,oneHundred,zero,zero,normal,,,,
395,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,oneHundred,normal,,,,
396,zero,tcp,one+,one+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
397,zero,tcp,one+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
398,zero,tcp,one+,ten+,zero,zero,zero,zero,oneHundred,zero,1to24,normal,,,,
399,zero,tcp,one+,one+,75-99,oneHundred,zero,zero,75-99,25-49,zero,neptune,,,,
400,zero,tcp,ten+,ten+,75-99,oneHundred,zero,zero,75-99,Jan-24,zero,neptune,,,,
401,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
402,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
403,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
404,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
405,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
406,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
407,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,1to24
408,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
409,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
410,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
411,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
412,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
413,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
414,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
415,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
416,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
417,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
418,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
419,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
420,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
421,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
422,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
423,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
424,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
425,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,25-49,zero,zero,neptune,,,,
426,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
427,zero,tcp,ten+,one+,oneHundred,75-99,zero,zero,zero,Jan-24,50-74,neptune,,,,
428,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
429,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
430,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
431,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
432,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
433,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
434,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
435,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
436,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
437,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
438,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
439,zero,tcp,ten+,ten+,oneHundred,75-99,zero,zero,1to24,zero,1to24,neptune,,,,
440,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
441,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
442,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
443,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
444,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
445,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
446,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
447,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
448,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
449,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
450,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
451,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
452,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
453,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
454,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
455,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
456,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
457,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
458,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
459,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
460,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
461,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
462,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
463,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
464,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
465,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
466,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
467,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
468,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
469,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
470,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
471,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
472,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
473,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
474,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
475,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
476,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
477,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
478,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
479,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
480,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
481,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
482,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
483,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
484,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
485,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
486,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
487,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
488,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
489,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
490,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
491,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
492,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
493,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
494,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
495,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
496,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
497,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
498,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
499,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
500,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
501,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
502,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
503,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
504,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
505,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
506,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
507,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
508,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
509,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
510,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
511,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
512,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
513,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
514,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
515,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
516,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
517,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
518,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
519,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
520,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
521,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
522,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
523,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
524,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
525,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
526,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
527,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
528,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
529,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
530,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
531,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
532,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
533,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
534,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
535,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
536,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
537,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
538,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
539,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
540,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
541,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
542,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
543,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
544,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
545,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
546,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
547,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
548,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
549,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
550,zero,tcp,ten+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
551,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
552,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
553,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
554,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
555,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
556,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
557,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
558,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
559,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
560,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
561,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
562,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
563,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
564,zero,tcp,ten+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
565,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
566,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
567,zero,tcp,hundred+,ten+,oneHundred,oneHundred,zero,zero,1to24,zero,zero,neptune,,,,
568,zero,tcp,hundred+,one+,oneHundred,oneHundred,zero,zero,zero,zero,zero,neptune,,,,
